"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","log10_p"
"Rev3l",0.0003064308930902,-0.332280911278189,0.372,0.628,1,"Not significant",0
"Cdh13",0.000306925107824091,-0.680276176039368,0.321,0.505,1,"Not significant",0
"Shtn1",0.000308821446254335,-0.6463254967142,0.199,0.372,1,"Not significant",0
"Abl1",0.000309226465121351,-0.807733036341223,0.109,0.25,1,"Not significant",0
"Zc3h12c",0.000309348705881532,-1.76007441798149,0.019,0.116,1,"Not significant",0
"Adnp",0.000309607533380077,-0.860625716383136,0.154,0.306,1,"Not significant",0
"Med15",0.000310126324177585,-1.39406966331246,0.051,0.167,1,"Not significant",0
"Setd7",0.000311695489613508,-1.62824920647407,0.058,0.172,1,"Not significant",0
"Mmp24",0.000312461412340949,-1.25057223469915,0.077,0.202,1,"Not significant",0
"Tet1",0.000312928871889718,-1.47732516696181,0.058,0.174,1,"Not significant",0
"Adcy9",0.000312984252305315,-0.845103444269084,0.135,0.283,1,"Not significant",0
"Tcaim",0.000313035076986458,-1.83087837298908,0.038,0.145,1,"Not significant",0
"Snx13",0.000313080657770426,-1.40474316482691,0.064,0.183,1,"Not significant",0
"Vti1a",0.000313762335586113,-0.485156684853023,0.308,0.499,1,"Not significant",0
"Naa35",0.000315481722633349,-1.22348669102861,0.109,0.24,1,"Not significant",0
"Bbs5",0.00031602174297612,-1.47732516696181,0.058,0.174,1,"Not significant",0
"Fry",0.000316024903264885,-0.326819421903262,0.481,0.714,1,"Not significant",0
"Zfp106",0.000316343230149249,-0.703084439396656,0.128,0.279,1,"Not significant",0
"Pip5k1b",0.000317130623654782,-0.821728935895275,0.179,0.338,1,"Not significant",0
"Mnat1",0.000318857477293896,-1.62824920647407,0.058,0.172,1,"Not significant",0
"Slc32a1",0.000319749694800502,-1.59522040608659,0.038,0.147,1,"Not significant",0
"Fam92a",0.000319874733171147,-1.41768222053441,0.071,0.191,1,"Not significant",0
"A230057D06Rik",0.000321109909974932,-0.285960158138024,0.955,0.963,1,"Not significant",0
"Tsc1",0.000321428312352126,-0.45917060871745,0.288,0.484,1,"Not significant",0
"Ireb2",0.000322172504936396,-1.09575412564705,0.071,0.194,1,"Not significant",0
"Mpc2",0.000323488521230051,-2.56452360886368,0.013,0.103,1,"Not significant",0
"Zfand6",0.000323488521230051,-2.56452360886368,0.013,0.103,1,"Not significant",0
"C2cd2",0.00032362139187948,-1.81419963184245,0.032,0.136,1,"Not significant",0
"3830408C21Rik",0.000324414566822037,-2.54106463603969,0.013,0.103,1,"Not significant",0
"Mios",0.000324988934582654,-2.02310882381528,0.026,0.125,1,"Not significant",0
"Rsu1",0.00032533322162221,-2.51721789408532,0.013,0.103,1,"Not significant",0
"Rffl",0.000326244416066456,-2.49297034783864,0.013,0.103,1,"Not significant",0
"Klhl3",0.000326277217340282,-0.538051397502487,0.237,0.411,1,"Not significant",0
"Olfm2",0.00032649737526178,-0.634711457103763,0.128,0.277,1,"Not significant",0
"Minpp1",0.00032704532939642,-2.30381425597613,0.019,0.114,1,"Not significant",0
"Crtc3",0.000327656873596495,-0.780252299919116,0.135,0.283,1,"Not significant",0
"Tmed10",0.000327908303432019,-1.47327454649773,0.051,0.165,1,"Not significant",0
"Mri1",0.000329195946041186,-1.33279332294789,0.045,0.156,1,"Not significant",0
"Maged1",0.000329808735355564,0.861612592036518,0.519,0.424,1,"Not significant",0
"Tmem208",0.000329861470879564,-2.26137898965573,0.019,0.114,1,"Not significant",0
"Tspan7",0.000331047252323591,-0.654721417835257,0.212,0.378,1,"Not significant",0
"Magi1",0.000331132943955849,-0.429631529136042,0.449,0.699,1,"Not significant",0
"Uckl1",0.000331262932724882,-2.23968391855641,0.019,0.114,1,"Not significant",0
"H2afy",0.000331593378701971,-0.890896363603109,0.115,0.257,1,"Not significant",0
"Ccdc112",0.000331607227244381,-1.07361124260971,0.077,0.204,1,"Not significant",0
"G3bp1",0.000331912108295995,-1.12727137576931,0.103,0.235,1,"Not significant",0
"Frmd3",0.000332508525625182,-0.46921252117449,0.192,0.372,1,"Not significant",0
"Zdhhc8",0.000335375984924713,-1.41371331833146,0.071,0.191,1,"Not significant",0
"Mef2d",0.000335957952447741,-1.02045599737202,0.115,0.251,1,"Not significant",0
"Sec23ip",0.000336306561891415,-1.6103272984768,0.051,0.163,1,"Not significant",0
"Bean1",0.000339344941621867,-2.00264472125556,0.032,0.134,1,"Not significant",0
"Nkain3",0.000340152003531694,-0.88468971011211,0.327,0.49,1,"Not significant",0
"Rab27a",0.000340225112920633,-0.801010860085913,0.083,0.218,1,"Not significant",0
